Herbarium accession sheet,Species,Flower number,Corolla length (cm),Corolla width throat (cm),Mean corolla length (cm),Standard Deviation corolla length (cm),Mean corolla width (cm),Standard deviation  corolla width (cm),Length width ratio
Leptosiphon bolanderi KANU365923,Leptosiphon bolanderi,1,0.899,0.096,,,,,
Leptosiphon bolanderi KANU365923,Leptosiphon bolanderi,2,0.779,0.142,,,,,
Leptosiphon bolanderi KANU365923,Leptosiphon bolanderi,3,0.944,0.098,,,,,
,Leptosiphon bolanderi,,,,0.874,0.085293611,0.112,0.026,7.803571429
Leptosiphon breviculus KANU00249047,Leptosiphon breviculus,1,2.102,0.246,,,,,
Leptosiphon breviculus KANU00249047,Leptosiphon breviculus,2,2.007,0.383,,,,,
Leptosiphon breviculus KANU00249047,Leptosiphon breviculus,3,2.3,0.353,,,,,
,Leptosiphon breviculus,,,,2.136333333,0.1494869,0.327333333,0.072016202,6.526476578
Leptosiphon ciliatus FLAS72289,Leptosiphon ciliatus,1,1.048,0.103,,,,,
Leptosiphon ciliatus FLAS72289,Leptosiphon ciliatus,2,1.113,0.115,,,,,
Leptosiphon ciliatus FLAS72289,Leptosiphon ciliatus,3,1.179,0.104,,,,,
Leptosiphon ciliatus KANU00249048,Leptosiphon ciliatus,1,0.832,0.198,,,,,
Leptosiphon ciliatus KANU00249048,Leptosiphon ciliatus,2,0.794,0.226,,,,,
Leptosiphon ciliatus KANU00249048,Leptosiphon ciliatus,3,0.697,0.291,,,,,
Leptosiphon ciliatus KSC0126247,Leptosiphon ciliatus,1,1.028,0.202,,,,,
Leptosiphon ciliatus KSC0126247,Leptosiphon ciliatus,2,0.899,0.125,,,,,
Leptosiphon ciliatus KSC0126247,Leptosiphon ciliatus,3,1.062,0.207,,,,,
Leptosiphon ciliatus KSC0126248,Leptosiphon ciliatus,1,1.117,0.194,,,,,
Leptosiphon ciliatus KSC0126248,Leptosiphon ciliatus,2,1.03,0.143,,,,,
Leptosiphon ciliatus KSC0126248,Leptosiphon ciliatus,3,0.844,0.137,,,,,
Leptosiphon ciliatus UF72289,Leptosiphon ciliatus,1,0.819,0.121,,,,,
Leptosiphon ciliatus UF72289,Leptosiphon ciliatus,2,0.662,0.101,,,,,
Leptosiphon ciliatus UF72289,Leptosiphon ciliatus,3,0.529,0.101,,,,,
,Leptosiphon ciliatus,,,,0.9102,0.191091302,0.157866667,0.057914798,5.765625
Leptosiphon filipes KANU00249062,Leptosiphon filipes,1,0.647,0.265,,,,,
Leptosiphon filipes KANU00249062,Leptosiphon filipes,2,0.671,0.244,,,,,
Leptosiphon filipes KANU00249062,Leptosiphon filipes,3,0.752,0.214,,,,,
Leptosiphon filipes KANU00249063,Leptosiphon filipes,1,0.489,0.227,,,,,
Leptosiphon filipes KANU00249063,Leptosiphon filipes,2,0.539,0.213,,,,,
Leptosiphon filipes KANU00249063,Leptosiphon filipes,3,0.461,0.187,,,,,
,Leptosiphon filipes,,,,0.593166667,0.114400029,0.225,0.027107195,2.636296296
Leptosiphon floribundus KSC0126268,Leptosiphon floribundus,1,1.36,0.288,,,,,
Leptosiphon floribundus KSC0126268,Leptosiphon floribundus,2,1.145,0.27,,,,,
Leptosiphon floribundus KSC0126268,Leptosiphon floribundus,3,1.259,0.246,,,,,
,Leptosiphon floribundus,,,,1.254666667,0.107565484,0.268,0.021071308,4.68159204
Leptosiphon grandiflorus KANU00249065,Leptosiphon grandiflorus,1,2.765,0.326,,,,,
Leptosiphon grandiflorus KANU00249065,Leptosiphon grandiflorus,2,2.994,0.353,,,,,
Leptosiphon grandiflorus KANU00249065,Leptosiphon grandiflorus,3,2.482,0.32,,,,,
Leptosiphon grandiflorus KANU00249066,Leptosiphon grandiflorus,1,2.142,0.392,,,,,
Leptosiphon grandiflorus KANU00249066,Leptosiphon grandiflorus,2,2.264,0.341,,,,,
Leptosiphon grandiflorus KANU00249066,Leptosiphon grandiflorus,3,2.551,0.464,,,,,
,Leptosiphon grandiflorus,,,,2.533,0.31448752,0.366,0.054387499,6.920765027
Leptosiphon harknessii KANU365215,Leptosiphon harknessii,1,0.459,0.188,,,,,
Leptosiphon harknessii KANU365215,Leptosiphon harknessii,2,0.55,0.131,,,,,
Leptosiphon harknessii KANU365215,Leptosiphon harknessii,3,0.451,0.168,,,,,
Leptosiphon harknessii KANU365232,Leptosiphon harknessii,1,0.4,0.181,,,,,
Leptosiphon harknessii KANU365232,Leptosiphon harknessii,2,0.433,0.165,,,,,
Leptosiphon harknessii KANU365232,Leptosiphon harknessii,3,0.451,0.2,,,,,
,Leptosiphon harknessii,3,,,0.457333333,0.05009857,0.172166667,0.023945076,2.656340755
Leptosiphon jamauensis MO3641443,Leptosiphon jamauensis,1,1.356,0.307,,,,,
Leptosiphon jamauensis MO3641443,Leptosiphon jamauensis,2,1.361,0.315,,,,,
Leptosiphon jamauensis MO3641443,Leptosiphon jamauensis,3,1.32,0.294,,,,,
,Leptosiphon jamauensis,,,,1.345666667,0.022368132,0.305333333,0.010598742,4.40720524
Leptosiphon jepsonii MO05056021,Leptosiphon jepsonii,1,2.962,0.229,,,,,
Leptosiphon jepsonii MO05056021,Leptosiphon jepsonii,2,2.973,0.224,,,,,
Leptosiphon jepsonii MO05056021,Leptosiphon jepsonii,3,2.37,0.254,,,,,
Leptosiphon jepsonii MO1150737,Leptosiphon jepsonii,1,2.635,0.178,,,,,
Leptosiphon jepsonii MO1150737,Leptosiphon jepsonii,2,2.248,0.234,,,,,
Leptosiphon jepsonii MO1150737,Leptosiphon jepsonii,3,2.36,0.169,,,,,
,Leptosiphon jepsonii,,,,2.591333333,0.317915502,0.214666667,0.033595635,12.07142857
Leptosiphon lemmonii MO2753572,Leptosiphon lemmonii,1,1.114,0.336,,,,,
Leptosiphon lemmonii MO2753572,Leptosiphon lemmonii,2,0.843,0.364,,,,,
Leptosiphon lemmonii MO2753572,Leptosiphon lemmonii,3,1.083,0.259,,,,,
Leptosiphon lemmonii MO3641444,Leptosiphon lemmonii,1,0.78,0.272,,,,,
Leptosiphon lemmonii MO3641444,Leptosiphon lemmonii,2,0.806,0.235,,,,,
Leptosiphon lemmonii MO3641444,Leptosiphon lemmonii,3,0.963,0.339,,,,,
Leptosiphon lemmonii MO3641445,Leptosiphon lemmonii,1,0.681,0.215,,,,,
Leptosiphon lemmonii MO3641445,Leptosiphon lemmonii,2,0.671,0.184,,,,,
Leptosiphon lemmonii MO3641445,Leptosiphon lemmonii,3,0.615,0.163,,,,,
,Leptosiphon lemmonii,,,,0.839555556,0.179751294,0.263,0.071354748,3.192226447
Leptosiphon liniflorus KANU00249080,Leptosiphon liniflorus,1,0.561,0.199,,,,,
Leptosiphon liniflorus KANU00249080,Leptosiphon liniflorus,2,0.515,0.175,,,,,
Leptosiphon liniflorus KANU00249080,Leptosiphon liniflorus,3,0.6,0.172,,,,,
,Leptosiphon liniflorus,,,,0.558666667,0.042548012,0.182,0.014798649,3.06959707
Leptosiphon mariposianus KSC0126443,Leptosiphon mariposianus,1,1.365,0.444,,,,,
Leptosiphon mariposianus KSC0126443,Leptosiphon mariposianus,2,0.945,0.303,,,,,
Leptosiphon mariposianus KSC0126443,Leptosiphon mariposianus,3,1.152,0.353,,,,,
Leptosiphon mariposianus KSC0126462,Leptosiphon mariposianus,1,1.31,0.316,,,,,
Leptosiphon mariposianus KSC0126462,Leptosiphon mariposianus,2,0.806,0.183,,,,,
Leptosiphon mariposianus KSC0126462,Leptosiphon mariposianus,3,0.806,0.265,,,,,
,Leptosiphon mariposianus,,,,1.064,0.247446964,0.310666667,0.087225379,3.424892704
Leptosiphon montanus KANU00249083,Leptosiphon montanus,1,2.685,0.396,,,,,
Leptosiphon montanus KANU00249083,Leptosiphon montanus,2,2.392,0.422,,,,,
Leptosiphon montanus KANU00249083,Leptosiphon montanus,3,1.837,0.357,,,,,
Leptosiphon montanus KANU00249095,Leptosiphon montanus,1,1.865,0.354,,,,,
Leptosiphon montanus KANU00249095,Leptosiphon montanus,2,2.162,0.323,,,,,
Leptosiphon montanus KANU00249095,Leptosiphon montanus,3,1.837,0.258,,,,,
,Leptosiphon montanus,,,,2.129666667,0.352027082,0.351666667,0.057517534,6.055924171
Leptosiphon nudatus KANU00249096,Leptosiphon nudatus,1,1.433,0.258,,,,,
Leptosiphon nudatus KANU00249096,Leptosiphon nudatus,2,1.607,0.274,,,,,
Leptosiphon nudatus KANU00249096,Leptosiphon nudatus,3,1.615,0.317,,,,,
,Leptosiphon nudatus,,,,1.551666667,0.102846163,0.283,0.030512293,5.482921084
Leptosiphon nuttallii KANU00249084,Leptosiphon nuttallii,1,1.244,0.34,,,,,
Leptosiphon nuttallii KANU00249084,Leptosiphon nuttallii,2,1.12,0.212,,,,,
Leptosiphon nuttallii KANU00249084,Leptosiphon nuttallii,3,1.096,0.253,,,,,
Leptosiphon nuttallii KANU365092,Leptosiphon nuttallii,1,1.331,0.283,,,,,
Leptosiphon nuttallii KANU365092,Leptosiphon nuttallii,2,1.31,0.243,,,,,
Leptosiphon nuttallii KANU365092,Leptosiphon nuttallii,3,1.467,0.288,,,,,
Leptosiphon nuttallii UF71467,Leptosiphon nuttallii,1,1.591,0.29,,,,,
Leptosiphon nuttallii UF71467,Leptosiphon nuttallii,2,1.4,0.247,,,,,
Leptosiphon nuttallii UF71467,Leptosiphon nuttallii,3,1.296,0.254,,,,,
Leptosiphon nuttallii UF85671,Leptosiphon nuttallii,1,1.356,0.246,,,,,
Leptosiphon nuttallii UF85671,Leptosiphon nuttallii,2,1.444,0.2,,,,,
Leptosiphon nuttallii UF85671,Leptosiphon nuttallii,3,1.566,0.241,,,,,
,Leptosiphon nuttallii,,,,1.35175,0.154710947,0.258083333,0.037626051,5.237649338
Leptosiphon oblanceolatus KANU00249097,Leptosiphon oblanceolatus,1,0.418,0.134,,,,,
Leptosiphon oblanceolatus KANU00249097,Leptosiphon oblanceolatus,2,0.432,0.13,,,,,
Leptosiphon oblanceolatus KANU00249097,Leptosiphon oblanceolatus,3,0.493,0.11,,,,,
,Leptosiphon oblanceolatus,,,,0.447666667,0.039878984,0.124666667,0.012858201,3.590909091
Leptosiphon pachyphyllus MO2125652,Leptosiphon pachyphyllus,1,1.26,0.245,,,,,
Leptosiphon pachyphyllus MO2125652,Leptosiphon pachyphyllus,2,1.246,0.192,,,,,
Leptosiphon pachyphyllus MO2125652,Leptosiphon pachyphyllus,3,1.238,0.194,,,,,
Leptosiphon pachyphyllus MO2125655,Leptosiphon pachyphyllus,1,1.821,0.322,,,,,
Leptosiphon pachyphyllus MO2125655,Leptosiphon pachyphyllus,2,1.907,0.307,,,,,
Leptosiphon pachyphyllus MO2125655,Leptosiphon pachyphyllus,3,1.643,0.312,,,,,
,Leptosiphon pachyphyllus,,,,1.519166667,0.309093783,0.262,0.059896578,5.798346056
Leptosiphon parviflorus KANU00237584,Leptosiphon parviflorus,1,2.93,0.183,,,,,
Leptosiphon parviflorus KANU00237584,Leptosiphon parviflorus,2,3.088,0.23,,,,,
Leptosiphon parviflorus KANU00237584,Leptosiphon parviflorus,3,2.834,0.302,,,,,
Leptosiphon parviflorus KANU00249024,Leptosiphon parviflorus,1,1.81,0.225,,,,,
Leptosiphon parviflorus KANU00249024,Leptosiphon parviflorus,2,1.574,0.216,,,,,
Leptosiphon parviflorus KANU00249024,Leptosiphon parviflorus,3,1.087,0.191,,,,,
,Leptosiphon parviflorus,,,,2.2205,0.837093006,0.2245,0.042316663,9.890868597
Leptosiphon pygmaeus MO2273173,Leptosiphon pygmaeus,1,0.821,0.106,,,,,
Leptosiphon pygmaeus MO2273173,Leptosiphon pygmaeus,2,0.848,0.075,,,,,
Leptosiphon pygmaeus MO2273173,Leptosiphon pygmaeus,3,0.727,0.146,,,,,
,Leptosiphon pygmaeus,,,,0.798666667,0.063516402,0.109,0.035594943,7.327217125
Leptosiphon pygmaeus ssp pygmaeus MO2229474,Leptosiphon pygmaeus ssp pygmaeus,1,0.453,0.139,,,,,
Leptosiphon pygmaeus ssp pygmaeus MO2229474,Leptosiphon pygmaeus ssp pygmaeus,2,0.46,0.115,,,,,
Leptosiphon pygmaeus ssp pygmaeus MO2229474,Leptosiphon pygmaeus ssp pygmaeus,3,0.471,0.121,,,,,
,Leptosiphon pygmaeus ssp pygmaeus,,,,0.461333333,0.009073772,0.125,0.012489996,3.690666667
Leptosiphon septentrionalis KANU00249105,Leptosiphon septentrionalis,1,0.476,0.178,,,,,
Leptosiphon septentrionalis KANU00249105,Leptosiphon septentrionalis,2,0.496,0.207,,,,,
Leptosiphon septentrionalis KANU00249105,Leptosiphon septentrionalis,3,0.437,0.184,,,,,
Leptosiphon septentrionalis KANU00315954,Leptosiphon septentrionalis,1,0.348,0.186,,,,,
Leptosiphon septentrionalis KANU00315954,Leptosiphon septentrionalis,2,0.387,0.191,,,,,
Leptosiphon septentrionalis KANU00315954,Leptosiphon septentrionalis,3,0.416,0.133,,,,,
Leptosiphon septentrionalis KANU00319340,Leptosiphon septentrionalis,1,0.394,0.146,,,,,
Leptosiphon septentrionalis KANU00319340,Leptosiphon septentrionalis,2,0.422,0.134,,,,,
Leptosiphon septentrionalis KANU00319340,Leptosiphon septentrionalis,3,0.369,0.11,,,,,
Leptosiphon septentrionalis KANU365812,Leptosiphon septentrionalis,1,0.546,0.112,,,,,
Leptosiphon septentrionalis KANU365812,Leptosiphon septentrionalis,2,0.421,0.208,,,,,
Leptosiphon septentrionalis KANU365812,Leptosiphon septentrionalis,3,0.359,0.11,,,,,
,Leptosiphon septentrionalis,,,,0.422583333,0.058998395,0.15825,0.038040947,2.670352817
Leptosiphon serrulatus MO2753738,Leptosiphon serrulatus,1,1.218,0.476,,,,,
Leptosiphon serrulatus MO2753738,Leptosiphon serrulatus,2,1.377,0.543,,,,,
Leptosiphon serrulatus MO2753738,Leptosiphon serrulatus,3,1.42,0.351,,,,,
,Leptosiphon serrulatus,,,,1.338333333,0.106406453,0.456666667,0.097449132,2.930656934
Linanthus bellus RSABG341957,Linanthus bellus,1,0.723,0.357,,,,,
Linanthus bellus RSABG341957,Linanthus bellus,2,0.561,0.288,,,,,
Linanthus bellus RSABG341957,Linanthus bellus,3,0.685,0.372,,,,,
Linanthus bellus RSABG344309,Linanthus bellus,1,0.873,0.265,,,,,
Linanthus bellus RSABG344309,Linanthus bellus,2,0.812,0.292,,,,,
Linanthus bellus RSABG344309,Linanthus bellus,3,0.952,0.361,,,,,
,Linanthus bellus,,,,0.767666667,0.1404132,0.3225,0.045933648,2.380361757
Linanthus bigelovii KANU00249043,Linanthus bigelovii,1,1.369,0.213,,,,,
Linanthus bigelovii KANU00249043,Linanthus bigelovii,2,1.316,0.166,,,,,
Linanthus bigelovii KANU357542,Linanthus bigelovii,1,1.256,0.188,,,,,
Linanthus bigelovii KANU357542,Linanthus bigelovii,2,1.322,0.201,,,,,
Linanthus bigelovii KANU357542,Linanthus bigelovii,3,1.4,0.179,,,,,
,Linanthus bigelovii,,,,1.3326,0.055052702,0.1894,0.018365729,7.035902851
Linanthus caespitosus KANU00248048,Linanthus caespitosus,1,0.971,0.159,,,,,
Linanthus caespitosus KANU00248048,Linanthus caespitosus,2,1.132,0.14,,,,,
Linanthus caespitosus KANU00248048,Linanthus caespitosus,3,1.182,0.146,,,,,
Linanthus caespitosus KANU00308733,Linanthus caespitosus,1,0.842,0.129,,,,,
Linanthus caespitosus KANU00308733,Linanthus caespitosus,2,0.866,0.134,,,,,
Linanthus caespitosus KANU00308733,Linanthus caespitosus,3,0.733,0.124,,,,,
Linanthus caespitosus KANU00316297,Linanthus caespitosus,1,0.797,0.193,,,,,
Linanthus caespitosus KANU00316297,Linanthus caespitosus,2,0.699,0.096,,,,,
Linanthus caespitosus KANU00316297,Linanthus caespitosus,3,0.872,0.146,,,,,
,Linanthus caespitosus,,,,0.899333333,0.166803777,0.140777778,0.026423369,6.388318863
Linanthus californicus 5206791,Linanthus californicus,1,2.937,0.391,,,,,
Linanthus californicus 5206791,Linanthus californicus,2,2.265,0.256,,,,,
Linanthus californicus 5206791,Linanthus californicus,3,2.186,0.287,,,,,
Linanthus californicus KANU00248052,Linanthus californicus,1,2.736,0.465,,,,,
Linanthus californicus KANU00248052,Linanthus californicus,2,3.151,0.378,,,,,
Linanthus californicus KANU00248052,Linanthus californicus,3,3.068,0.311,,,,,
Linanthus californicus KANU00316478,Linanthus californicus,1,3.364,0.314,,,,,
Linanthus californicus KANU00316478,Linanthus californicus,2,3.576,0.341,,,,,
Linanthus californicus KANU00316478,Linanthus californicus,3,3.217,0.351,,,,,
Linanthus californicus KSC0126439,Linanthus californicus,1,2.941,0.465,,,,,
Linanthus californicus KSC0126439,Linanthus californicus,2,2.624,0.481,,,,,
Linanthus californicus KSC0126439,Linanthus californicus,3,1.851,0.341,,,,,
Linanthus californicus MO3193468,Linanthus californicus,1,2.781,0.39,,,,,
Linanthus californicus MO3193468,Linanthus californicus,2,2.427,0.37,,,,,
Linanthus californicus MO3193468,Linanthus californicus,3,2.596,0.304,,,,,
Linanthus californicus MO5333712,Linanthus californicus,1,2.64,0.283,,,,,
Linanthus californicus MO5333712,Linanthus californicus,2,2.141,0.291,,,,,
Linanthus californicus MO5333712,Linanthus californicus,3,2.15,0.25,,,,,
,Linanthus californicus,,,,2.702833333,0.474048428,0.348277778,0.070248974,7.760567874
Linanthus campanulatus FLAS39342,Linanthus campanulatus,1,0.913,0.356,,,,,
Linanthus campanulatus FLAS39342,Linanthus campanulatus,2,0.735,0.368,,,,,
Linanthus campanulatus FLAS39342,Linanthus campanulatus,3,0.803,0.227,,,,,
Linanthus campanulatus KANU00237602,Linanthus campanulatus,1,0.849,0.325,,,,,
Linanthus campanulatus KANU00237602,Linanthus campanulatus,2,0.814,0.347,,,,,
Linanthus campanulatus KANU00237602,Linanthus campanulatus,3,0.882,0.359,,,,,
Linanthus campanulatus KANU363636,Linanthus campanulatus,1,0.802,0.382,,,,,
Linanthus campanulatus KANU363636,Linanthus campanulatus,2,1.071,0.492,,,,,
Linanthus campanulatus KANU363636,Linanthus campanulatus,3,0.82,0.514,,,,,
Linanthus campanulatus KANU363759,Linanthus campanulatus,1,1.244,0.532,,,,,
Linanthus campanulatus KANU363759,Linanthus campanulatus,2,1.139,0.6,,,,,
Linanthus campanulatus KANU363759,Linanthus campanulatus,3,0.851,0.548,,,,,
,Linanthus campanulatus,,,,0.91025,0.156369681,0.420833333,0.112374239,2.162970297
Linanthus concinnus RSABG677724,Linanthus concinnus,1,1.208,0.337,,,,,
Linanthus concinnus RSABG677724,Linanthus concinnus,2,1.095,0.308,,,,,
Linanthus concinnus RSABG677724,Linanthus concinnus,3,1.111,0.377,,,,,
Linanthus concinnus RSABG677724,Linanthus concinnus,1,1.386,0.404,,,,,
Linanthus concinnus RSABG778878,Linanthus concinnus,2,1.863,0.405,,,,,
Linanthus concinnus RSABG778878,Linanthus concinnus,3,1.579,0.332,,,,,
,Linanthus concinnus,,,,1.373666667,0.30194547,0.3605,0.040658332,3.810448451
Linanthus demissus KANU00249055,Linanthus demissus,1,0.91,0.313,,,,,
Linanthus demissus KANU00249055,Linanthus demissus,2,0.665,0.158,,,,,
Linanthus demissus KANU00249055,Linanthus demissus,3,0.59,0.32,,,,,
Linanthus demissus KANU363543,Linanthus demissus,1,0.642,0.308,,,,,
Linanthus demissus KANU363543,Linanthus demissus,2,0.795,0.393,,,,,
Linanthus demissus KANU363543,Linanthus demissus,3,0.862,0.358,,,,,
,Linanthus demissus,,,,0.744,0.129955377,0.308333333,0.080490165,2.412972973
Linanthus dianthiflorus KANU00249056,Linanthus dianthiflorus,1,1.999,0.542,,,,,
Linanthus dianthiflorus KANU00249056,Linanthus dianthiflorus,2,1.974,0.434,,,,,
Linanthus dianthiflorus KANU00249056,Linanthus dianthiflorus,3,1.68,0.371,,,,,
Linanthus dianthiflorus KSC0126232,Linanthus dianthiflorus,1,1.976,0.483,,,,,
Linanthus dianthiflorus KSC0126232,Linanthus dianthiflorus,2,1.553,0.376,,,,,
Linanthus dianthiflorus KSC0126232,Linanthus dianthiflorus,3,1.615,0.394,,,,,
Linanthus dianthiflorus KSC0126239,Linanthus dianthiflorus,1,1.582,0.42,,,,,
Linanthus dianthiflorus KSC0126239,Linanthus dianthiflorus,2,1.877,0.398,,,,,
Linanthus dianthiflorus KSC0126239,Linanthus dianthiflorus,3,1.867,0.355,,,,,
,Linanthus dianthiflorus,,,,1.791444444,0.182951572,0.419222222,0.05996411,4.273257355
Linanthus dichotomus KANU363504,Linanthus dichotomus,1,2.139,0.384,,,,,
Linanthus dichotomus KANU363504,Linanthus dichotomus,2,2.172,0.359,,,,,
Linanthus dichotomus KANU363504,Linanthus dichotomus,3,2.443,0.324,,,,,
Linanthus dichotomus KANU363519,Linanthus dichotomus,1,2.284,0.27,,,,,
Linanthus dichotomus KANU363519,Linanthus dichotomus,2,2.879,0.343,,,,,
Linanthus dichotomus KANU363519,Linanthus dichotomus,3,2.293,0.431,,,,,
Linanthus dichotomus KANU363552,Linanthus dichotomus,1,2.471,0.307,,,,,
Linanthus dichotomus KANU363552,Linanthus dichotomus,2,2.745,0.397,,,,,
Linanthus dichotomus KANU363552,Linanthus dichotomus,3,2.06,0.276,,,,,
Linanthus dichotomus KSC0126234,Linanthus dichotomus,1,2.423,0.237,,,,,
Linanthus dichotomus KSC0126234,Linanthus dichotomus,2,2.885,0.541,,,,,
Linanthus dichotomus KSC0126234,Linanthus dichotomus,3,2.579,0.617,,,,,
,Linanthus dichotomus,,,,2.44775,0.279024315,0.373833333,0.112079382,6.547703968
Linanthus filiformis FLAS144304,Linanthus filiformis,1,0.357,0.114,,,,,
Linanthus filiformis FLAS144304,Linanthus filiformis,2,0.307,0.149,,,,,
Linanthus filiformis FLAS144304,Linanthus filiformis,3,0.362,0.147,,,,,
Linanthus filiformis KANU00237639,Linanthus filiformis,1,0.541,0.215,,,,,
Linanthus filiformis KANU00237639,Linanthus filiformis,2,0.471,0.28,,,,,
Linanthus filiformis KANU00237639,Linanthus filiformis,3,0.498,0.188,,,,,
Linanthus filiformis UF144304,Linanthus filiformis,1,0.361,0.186,,,,,
Linanthus filiformis UF144304,Linanthus filiformis,2,0.389,0.23,,,,,
Linanthus filiformis UF144304,Linanthus filiformis,3,0.46,0.13,,,,,
,Linanthus filiformis,,,,0.416222222,0.07853467,0.182111111,0.053257498,2.285539963
Linanthus inyoensis MO1660045,Linanthus inyoensis,1,0.536,0.306,,,,,
Linanthus inyoensis MO1660045,Linanthus inyoensis,2,0.527,0.322,,,,,
Linanthus inyoensis MO1660045,Linanthus inyoensis,3,0.552,0.423,,,,,
Linanthus inyoensis MO2754158,Linanthus inyoensis,1,0.695,0.411,,,,,
Linanthus inyoensis MO2754158,Linanthus inyoensis,2,0.688,0.374,,,,,
Linanthus inyoensis MO2754158,Linanthus inyoensis,3,0.626,0.379,,,,,
Linanthus inyoensis MO3500069,Linanthus inyoensis,1,0.557,0.219,,,,,
Linanthus inyoensis MO3500069,Linanthus inyoensis,2,0.617,0.24,,,,,
Linanthus inyoensis MO3500069,Linanthus inyoensis,3,0.374,0.281,,,,,
,Linanthus inyoensis,,,,0.574666667,0.097859593,0.328333333,0.07330075,1.750253807
Linanthus jonesii KANU00249078,Linanthus jonesii,1,1.547,0.207,,,,,
Linanthus jonesii KANU00249078,Linanthus jonesii,2,1.754,0.188,,,,,
Linanthus jonesii KANU00249078,Linanthus jonesii,3,1.652,0.179,,,,,
,Linanthus jonesii,,,,1.651,0.103503623,0.191333333,0.014294521,8.628919861
Linanthus killippii MO5333709,Linanthus killippii,1,1.044,0.255,,,,,
Linanthus killippii MO5333709,Linanthus killippii,2,1.082,0.307,,,,,
Linanthus killippii MO5333709,Linanthus killippii,3,0.92,0.194,,,,,
,Linanthus killippii,,,,1.015333333,0.084719144,0.252,0.056559703,4.029100529
Linanthus laxus KANU00249079,Linanthus laxus,1,1.287,0.194,,,,,
Linanthus laxus KANU00249079,Linanthus laxus,2,1.56,0.231,,,,,
Linanthus laxus KANU00249079,Linanthus laxus,3,1.414,0.242,,,,,
,Linanthus laxus,,,,1.420333333,0.136610151,0.222333333,0.025146239,6.388305847
Linanthus liniflorus ssp pharnaceoides KSC0126342,Linanthus liniflorus ssp pharnaceoides,1,0.845,0.153,,,,,
Linanthus liniflorus ssp pharnaceoides KSC0126342,Linanthus liniflorus ssp pharnaceoides,2,1.087,0.175,,,,,
Linanthus liniflorus ssp pharnaceoides KSC0126342,Linanthus liniflorus ssp pharnaceoides,3,1.006,0.209,,,,,
,Linanthus liniflorus ssp pharnaceoides,,,,0.979333333,0.123184144,0.179,0.028213472,5.47113594
Linanthus longitubus UF72290,Linanthus longitubus,1,3.56,0.453,,,,,
Linanthus longitubus UF72290,Linanthus longitubus,2,3.421,0.467,,,,,
Linanthus longitubus UF72290,Linanthus longitubus,3,2.915,0.306,,,,,
,Linanthus longitubus,,,,3.298666667,0.339455937,0.408666667,0.089187069,8.07177814
Linanthus maculatus RSABG705184,Linanthus maculatus,1,0.39,0.172,,,,,
Linanthus maculatus RSABG705184,Linanthus maculatus,2,0.326,0.159,,,,,
Linanthus maculatus RSABG705184,Linanthus maculatus,3,0.365,,,,,,
,Linanthus maculatus,,,,0.360333333,0.032254199,0.1655,0.009192388,2.177240685
Linanthus melingii MO2369606,Linanthus melingii,1,1.438,0.386,,,,,
Linanthus melingii MO2369606,Linanthus melingii,2,1.336,0.296,,,,,
Linanthus melingii MO2369606,Linanthus melingii,3,0.925,0.212,,,,,
,Linanthus melingii,,,,1.233,0.271567671,0.298,0.08701724,4.137583893
Linanthus orcuttii MO2371408,Linanthus orcuttii,1,0.931,0.243,,,,,
Linanthus orcuttii MO2371408,Linanthus orcuttii,2,1.048,0.24,,,,,
Linanthus orcuttii MO2371408,Linanthus orcuttii,3,1.114,0.28,,,,,
,Linanthus orcuttii,,,,1.031,0.092676858,0.254333333,0.02227854,4.053735256
Linanthus parryae KANU00249098,Linanthus parryae,1,1.812,0.568,,,,,
Linanthus parryae KANU00249098,Linanthus parryae,2,1.659,0.594,,,,,
Linanthus parryae KANU00249098,Linanthus parryae,3,1.589,0.855,,,,,
Linanthus parryae KSC0126158,Linanthus parryae,1,1.355,0.357,,,,,
Linanthus parryae KSC0126158,Linanthus parryae,2,1.36,0.364,,,,,
Linanthus parryae KSC0126158,Linanthus parryae,3,1.05,0.351,,,,,
,Linanthus parryae,,,,1.470833333,0.271502056,0.514833333,0.199655119,2.856911622
Linanthus pungens KANU00248059,Linanthus pungens,1,1.573,0.2,,,,,
Linanthus pungens KANU00248059,Linanthus pungens,2,1.068,0.186,,,,,
Linanthus pungens KANU00248059,Linanthus pungens,3,1.096,0.168,,,,,
Linanthus pungens KANU00248060,Linanthus pungens,1,1.409,0.21,,,,,
